"gbifid	datasetkey	occurrenceid	kingdom	phylum	class	order	family	genus	species	infraspecificepithet	taxonrank	scientificname	countrycode	locality	publishingorgkey	decimallatitude	decimallongitude	coordinateuncertaintyinmeters	coordinateprecision	elevation	elevationaccuracy	depth	depthaccuracy	eventdate	day	month	year	taxonkey	specieskey	basisofrecord	institutioncode	collectioncode	catalognumber	recordnumber	identifiedby	license	rightsholder	recordedby	typestatus	establishmentmeans	lastinterpreted	mediatype	issue",,,,,
"1837909430	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	BlÌ_sterkjÌülen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.860557	11.955808		5.0					2018-04-01T02:00Z	1	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74573			CC_BY_4_0		Anders Haugen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909429	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Pekkeberg	46fec380-8e1d-11dd-8679-b8a03c50a862	59.363932	8.523864							2018-04-07T02:00Z	7	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74511			CC_BY_4_0		Geir Helge MidtbÌüen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909428	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Unna skoavnjas	46fec380-8e1d-11dd-8679-b8a03c50a862	68.70384	22.143649							2018-04-07T02:00Z	7	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74508			CC_BY_4_0		Nils johan Utsi			2018-04-13T08:55Z		COUNTRY_COORDINATE_MISMATCH;GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909427	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	MÌ´ssÌ´bakklÌükja	46fec380-8e1d-11dd-8679-b8a03c50a862	62.720891	10.122554		5.0					2018-04-10T02:00Z	10	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74568			CC_BY_4_0		Jan Erik Asphaug			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909426	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	s.rÌüyetjenn	46fec380-8e1d-11dd-8679-b8a03c50a862	59.689353	11.704495		5.0					2018-04-12T02:00Z	12	4	2018	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	74608			CC_BY_4_0		Terje Skogan			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909425	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Vassbygda	46fec380-8e1d-11dd-8679-b8a03c50a862	64.972738	11.81626							2018-04-12T02:00Z	12	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74611			CC_BY_4_0		Nils Johan Kappfjell			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909424	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	KjÌülstad  bru	46fec380-8e1d-11dd-8679-b8a03c50a862	64.717662	12.359974		5.0					2018-04-12T02:00Z	12	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74619			CC_BY_4_0		Karl BrÌündbo			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909423	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Tuva	46fec380-8e1d-11dd-8679-b8a03c50a862	63.296827	11.24778		5.0					2018-04-09T02:00Z	9	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74572			CC_BY_4_0		Tom Helge Stubbe			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909422	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	Solborg Sykehjem / Eikjol	46fec380-8e1d-11dd-8679-b8a03c50a862	59.726302	10.864801		5.0					2018-04-09T02:00Z	9	4	2018	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	74550			CC_BY_4_0		Ì÷ystein Grini			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909421	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Helstad	46fec380-8e1d-11dd-8679-b8a03c50a862	65.111821	12.490419		5.0					2018-04-05T02:00Z	5	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74504			CC_BY_4_0		Marius Iversen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909420	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Bangstad	46fec380-8e1d-11dd-8679-b8a03c50a862	65.114393	12.538625		7.0					2018-04-07T02:00Z	7	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74521			CC_BY_4_0		Marius Iversen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909419	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Uglan	46fec380-8e1d-11dd-8679-b8a03c50a862	63.242226	11.10846		5.0					2018-03-27T02:00Z	27	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74574			CC_BY_4_0		Tom Helge Stubbe			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909418	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Saltfjellveien	46fec380-8e1d-11dd-8679-b8a03c50a862	66.460219	15.217743							2018-04-10T02:00Z	10	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74566			CC_BY_4_0		Geir SnefjellÌ´			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909417	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vassbotna	46fec380-8e1d-11dd-8679-b8a03c50a862	64.585347	12.256631		12.0					2018-04-09T02:00Z	9	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74543			CC_BY_4_0		Jostein Rolandsen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909416	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Blindnesset	46fec380-8e1d-11dd-8679-b8a03c50a862	65.023074	12.765846		24.0					2018-04-09T02:00Z	9	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74546			CC_BY_4_0		Marius Iversen			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909415	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Heidslsmuen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.815382	8.488018		12.0					2018-04-12T02:00Z	12	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74623			CC_BY_4_0		Ola VaagaasarÌüygard			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909414	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Helstad	46fec380-8e1d-11dd-8679-b8a03c50a862	61.361802	12.302385		11.0					2018-04-11T02:00Z	11	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74590			CC_BY_4_0		Rolf Harald Ì÷stmoe			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909413	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Svarthamran	46fec380-8e1d-11dd-8679-b8a03c50a862	62.772637	10.146947		5.0					2018-04-12T02:00Z	12	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74610			CC_BY_4_0		Jan Erik Asphaug			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909412	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Knutsdalen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.979987	6.706068		5.0					2018-03-27T02:00Z	27	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74549			CC_BY_4_0		Martin Seljeset			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909411	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Mana	46fec380-8e1d-11dd-8679-b8a03c50a862	64.891184	12.465933		5.0					2018-04-07T02:00Z	7	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74564			CC_BY_4_0		Karl BrÌündbo			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909410	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Svenskvemoen	46fec380-8e1d-11dd-8679-b8a03c50a862	66.450896	15.195243		5.0					2018-04-10T02:00Z	10	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74557			CC_BY_4_0		Geir SnefjellÌ´			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909409	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Fylkesveg	46fec380-8e1d-11dd-8679-b8a03c50a862	59.316613	8.761196							2018-04-08T02:00Z	8	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74525			CC_BY_4_0		Sveinung Kjellemo			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909408	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Budalslibekken	46fec380-8e1d-11dd-8679-b8a03c50a862	62.588716	10.375332		5.0					2018-04-11T02:00Z	11	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74588			CC_BY_4_0		Jan Erik Asphaug			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909407	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Dividalshytta	46fec380-8e1d-11dd-8679-b8a03c50a862	68.680456	19.886408		5.0					2018-03-16T01:00Z	16	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74620			CC_BY_4_0		Ì÷yvind Skogstad			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909406	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	MjÌükhammaren	46fec380-8e1d-11dd-8679-b8a03c50a862	63.011869	8.003708							2018-04-09T02:00Z	9	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74548			CC_BY_4_0		BjÌürn Helge Tveeikrem			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837909405	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Speismarkvegen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.133847	11.997884		2.0					2018-04-12T02:00Z	12	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74609			CC_BY_4_0		Geir Verhaug			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909404	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Hamran"," Innset	46fec380-8e1d-11dd-8679-b8a03c50a862	62.708547	10.14473		5.0					2018-04-09T02:00Z	9	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74553			CC_BY_4_0		KÌ´re Ola Botnan			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1837909403	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Ì÷sterdaln	46fec380-8e1d-11dd-8679-b8a03c50a862	66.284046	14.87443		5.0					2018-04-08T02:00Z	8	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74532			CC_BY_4_0		Geir SnefjellÌ´			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909402	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Vikestadmarka/hoinelva	46fec380-8e1d-11dd-8679-b8a03c50a862	65.108418	12.199761		5.0					2018-04-08T02:00Z	8	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74545			CC_BY_4_0		Stian Valan			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837909401	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Ilskardalen	46fec380-8e1d-11dd-8679-b8a03c50a862	64.582103	12.258615		5.0					2018-04-10T02:00Z	10	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74570			CC_BY_4_0		Karl BrÌündbo			2018-04-13T08:55Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441285	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Malm.	46fec380-8e1d-11dd-8679-b8a03c50a862	64.049939	11.184737		5.0					2018-04-01T02:00Z	1	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74310			CC_BY_4_0		Einar Selseth			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441284	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	LauvÌ´sen","Hemne	46fec380-8e1d-11dd-8679-b8a03c50a862	63.302603	9.178272		5.0					2018-02-04T01:00Z	4	2	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74412			CC_BY_4_0		Jarle Reitan			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1837441283	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	GrÌünningsfjellet	46fec380-8e1d-11dd-8679-b8a03c50a862	64.698141	12.128523		5.0					2018-03-30T02:00Z	30	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74309			CC_BY_4_0		Eystein Fiskum			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441282	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	KyrksÌ_terÌüra	46fec380-8e1d-11dd-8679-b8a03c50a862	63.299648	9.133046		21.0					2018-04-01T02:00Z	1	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74308			CC_BY_4_0		Vidar LangÌü			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441281	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Henddalen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.919539	10.830232		5.0					2018-04-02T02:00Z	2	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74410			CC_BY_4_0		Arne Joar Basmo			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441280	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Lunndalen	46fec380-8e1d-11dd-8679-b8a03c50a862	62.815872	7.534466		5.0					2018-03-29T02:00Z	29	3	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74407			CC_BY_4_0		Hilmar Kleppe			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441279	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Ì÷rmorsÌ_tra	46fec380-8e1d-11dd-8679-b8a03c50a862	61.289203	12.601227		3.0					2018-04-01T02:00Z	1	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74294			CC_BY_4_0		Kjetil StensÌ_ter			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441278	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Vesle GrevsjÌüen	46fec380-8e1d-11dd-8679-b8a03c50a862	60.744865	9.301225		5.0					2018-03-31T02:00Z	31	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74282			CC_BY_4_0		JÌürgen Presthagen			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441277	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Geassaroavvi	46fec380-8e1d-11dd-8679-b8a03c50a862	69.156494	24.70037							2018-04-02T02:00Z	2	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74406			CC_BY_4_0		Ailo Sara			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837441276	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Havsdalen"," Stranda	46fec380-8e1d-11dd-8679-b8a03c50a862	62.312759	5.83008		12.0					2018-03-29T02:00Z	29	3	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74405			CC_BY_4_0		Liv Gurskevik			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1837441275	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Kammen	46fec380-8e1d-11dd-8679-b8a03c50a862	65.034947	12.465911		5.0					2018-03-29T02:00Z	29	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74279			CC_BY_4_0		Runar Myrvang			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441274	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	HyllsetstÌülen	46fec380-8e1d-11dd-8679-b8a03c50a862	61.395301	5.284871		5.0					2018-03-29T02:00Z	29	3	2018	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	74404			CC_BY_4_0		Odd-Jarle Ì÷vreÌ´s			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441273	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Heggesbrannan	46fec380-8e1d-11dd-8679-b8a03c50a862	63.507955	11.009618		15.0					2018-03-31T02:00Z	31	3	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74275			CC_BY_4_0		Lasse KolÌ´s			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441272	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Langberga"," GrÌ´sida	46fec380-8e1d-11dd-8679-b8a03c50a862	62.873508	11.907437		5.0					2018-04-01T02:00Z	1	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74402			CC_BY_4_0		Oddmund Kleven			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1837441271	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Felidae	Lynx	Lynx lynx		SPECIES	Lynx lynx (Linnaeus"," 1758)	NO	Norskog	46fec380-8e1d-11dd-8679-b8a03c50a862	59.363932	8.523864							2018-04-02T02:00Z	2	4	2018	2435240	2435240	HUMAN_OBSERVATION	NINA	Skandobs	74392			CC_BY_4_0		Geir Helge MidtbÌüen			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837441270	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Canidae	Canis	Canis lupus		SPECIES	Canis lupus Linnaeus"," 1758	NO	GrÌünuten	46fec380-8e1d-11dd-8679-b8a03c50a862	59.713402	8.255764		5.0					2018-03-31T02:00Z	31	3	2018	5219173	5219173	HUMAN_OBSERVATION	NINA	Skandobs	74274			CC_BY_4_0		Odd Kostveit			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441269	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	hestvikskalet	46fec380-8e1d-11dd-8679-b8a03c50a862	64.876194	11.343305		5.0					2018-03-30T02:00Z	30	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74391			CC_BY_4_0		Jostein Larsen			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,,
"1837441268	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Erklifjellet"," Hemne	46fec380-8e1d-11dd-8679-b8a03c50a862	63.263837	8.855374		5.0					2018-03-30T02:00Z	30	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74269			CC_BY_4_0		Jarle Reitan			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
"1837441267	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	BÌürrevein	46fec380-8e1d-11dd-8679-b8a03c50a862	64.34314	11.449492							2018-04-05T02:00Z	5	4	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74489			CC_BY_4_0		Tomas Thomasson			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84;COORDINATE_PRECISION_INVALID",,,,
"1837441266	9ea87732-b88e-488d-a02b-3dc6e9b885e0		Animalia	Chordata	Mammalia	Carnivora	Mustelidae	Gulo	Gulo gulo		SPECIES	Gulo gulo (Linnaeus"," 1758)	NO	Nedre SleipÌ´dalsvatnet"," Aure	46fec380-8e1d-11dd-8679-b8a03c50a862	63.297739	9.076723		32.0					2018-03-30T02:00Z	30	3	2018	5219073	5219073	HUMAN_OBSERVATION	NINA	Skandobs	74268			CC_BY_4_0		Jarle Reitan			2018-04-06T09:21Z		GEODETIC_DATUM_ASSUMED_WGS84",,,
